IE_XML_ID;IE_NAME;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IE_DETAIL_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IP_PROP59;IP_PROP64;IP_PROP324;IP_PROP81;IP_PROP325;IC_GROUP0;CV_PRICE_1;CV_CURRENCY_1
3045;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_14.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_14.jpg;<p>Односекционный металлический шкаф для сумок разборный, с четырьмя отделениями. Шкафы ШРМ-14 используются для хранения сумок, пакетов, а также сменной одежды. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_14_OPEN.jpg;https://paksmet.ru/catalog/pasport/instr_sumochnica.pdf;4 врезных замка;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3045;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_14.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_14.jpg;<p>Односекционный металлический шкаф для сумок разборный, с четырьмя отделениями. Шкафы ШРМ-14 используются для хранения сумок, пакетов, а также сменной одежды. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_14_OPEN.jpg;https://paksmet.ru/catalog/tz/SHRM-14.docx;4 врезных замка;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3045;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_14.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_14.jpg;<p>Односекционный металлический шкаф для сумок разборный, с четырьмя отделениями. Шкафы ШРМ-14 используются для хранения сумок, пакетов, а также сменной одежды. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_14_OPEN.jpg;https://paksmet.ru/catalog/tz/SHRM-14-400.docx;4 врезных замка;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3045;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_14.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_14.jpg;<p>Односекционный металлический шкаф для сумок разборный, с четырьмя отделениями. Шкафы ШРМ-14 используются для хранения сумок, пакетов, а также сменной одежды. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_14_OPEN.jpg;https://paksmet.ru/catalog/sertifikat/NS-1.pdf;4 врезных замка;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3045;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_14.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_14.jpg;<p>Односекционный металлический шкаф для сумок разборный, с четырьмя отделениями. Шкафы ШРМ-14 используются для хранения сумок, пакетов, а также сменной одежды. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/pasport/instr_sumochnica.pdf;4 врезных замка;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3045;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_14.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_14.jpg;<p>Односекционный металлический шкаф для сумок разборный, с четырьмя отделениями. Шкафы ШРМ-14 используются для хранения сумок, пакетов, а также сменной одежды. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/tz/SHRM-14.docx;4 врезных замка;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3045;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_14.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_14.jpg;<p>Односекционный металлический шкаф для сумок разборный, с четырьмя отделениями. Шкафы ШРМ-14 используются для хранения сумок, пакетов, а также сменной одежды. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/tz/SHRM-14-400.docx;4 врезных замка;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3045;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_14.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_14.jpg;<p>Односекционный металлический шкаф для сумок разборный, с четырьмя отделениями. Шкафы ШРМ-14 используются для хранения сумок, пакетов, а также сменной одежды. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;https://paksmet.ru/components/com_jshopping/files/img_products/Zamok_MOD.jpg;https://paksmet.ru/catalog/sertifikat/NS-1.pdf;4 врезных замка;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3048;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_28_old.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28_old.jpg;<p>Металлический разборный шкаф из восьми отделений. Шкафы ШРМ-28 используются для хранения пакетов и сумок в крупных магазинах, личных вещей в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28_OPEN1.jpg;https://paksmet.ru/catalog/pasport/instr_sumochnica.pdf;8 врезных замков;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3048;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_28_old.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28_old.jpg;<p>Металлический разборный шкаф из восьми отделений. Шкафы ШРМ-28 используются для хранения пакетов и сумок в крупных магазинах, личных вещей в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28_OPEN1.jpg;https://paksmet.ru/catalog/tz/SHRM-28.docx;8 врезных замков;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
3048;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_SHRM_28_old.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28_old.jpg;<p>Металлический разборный шкаф из восьми отделений. Шкафы ШРМ-28 используются для хранения пакетов и сумок в крупных магазинах, личных вещей в раздевалках спортклубов и фитнес-центров. Каждое отделение оснащено врезным замком. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;https://paksmet.ru/components/com_jshopping/files/img_products/SHRM_28_OPEN1.jpg;https://paksmet.ru/catalog/sertifikat/NS-1.pdf;8 врезных замков;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;Шкафы для сумок;;RUB
